contact_id,account_id,tenant_id,full_name,role,wa_id,email,pin_plaintext_DEMO_ONLY,is_approver,created_at
32b9af58-7560-2d91-8b44-e31bba670798,5afbc6bf-d652-a4e7-114a-3a7ab3a44394,sai-ke,John Wafula,Procurement Officer,,john@example.co.ke,,True,2026-08-11
39d5ed10-5acb-57f8-1ccf-8cdd3052c4b9,5afbc6bf-d652-a4e7-114a-3a7ab3a44394,sai-ke,Brian Kamau,Admin Manager,,brian@example.co.ke,,True,2026-08-11
055de868-31c4-e16a-f7de-d00178f72b98,70274f14-b261-bd97-100c-a3de0bddc6c2,sai-ke,Mary Barasa,Finance Officer,,mary@example.co.ke,,False,2026-08-11
017228fb-554f-2447-43eb-6f9babf6345d,73a024ee-4954-3236-9f12-654a9e4b07f8,sai-ke,Joyce Mureithi,Office Manager,,joyce@example.co.ke,,False,2026-08-11
96cd5282-186d-97ad-84a9-9bc64a0e53b3,749a986b-fac7-0a30-9406-0ffa15f00b5f,sai-ke,John Chebet,Procurement Officer,,john@example.co.ke,,False,2026-08-11
6fb426ae-4ab3-75ca-5f82-d3a1794c4f4f,2198fcae-b678-397a-2ebe-15c1c94a5532,sai-ke,Naomi Njeri,Office Manager,,naomi@example.co.ke,,False,2026-08-11
18805953-e0ae-c1fd-8c25-037392d92b89,2198fcae-b678-397a-2ebe-15c1c94a5532,sai-ke,James Adhiambo,Office Manager,,james@example.co.ke,,True,2026-08-11
9bed7792-2017-0ffd-1ed6-8d4b49fd994e,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,Beatrice Odhiambo,Procurement Officer,,beatrice@example.co.ke,,False,2026-08-11
9483ac7d-44e5-0453-cd91-9a58547cecda,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,Peter Achieng,Office Manager,,peter@example.co.ke,,False,2026-08-11
391b1a4e-e034-3a4c-47c4-5836f854f4a7,53faa3a3-625b-b313-c8e1-3e82e5703f89,sai-ke,Peter Ochieng,Finance Officer,,peter@example.co.ke,,False,2026-08-11
6744b6de-dee4-492e-125d-ec7124f182ad,94fe56f4-73dc-9f8d-0db4-a784e97fedc4,sai-ke,Samuel Wanjiru,Office Manager,,samuel@example.co.ke,,False,2026-08-11
055e8953-3ef6-9f7b-8394-461070840e77,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,David Wafula,Admin Manager,,david@example.co.ke,,False,2026-08-11
17c59f23-c40b-ac75-3468-12af03a06c40,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,Victor Kariuki,Procurement Officer,,victor@example.co.ke,,True,2026-08-11
f775733b-587b-61fa-3d60-144bc0b5ecc5,26e918e8-5d7f-2dd9-b7d4-f81e963d9690,sai-ke,Dennis Wekesa,Office Manager,,dennis@example.co.ke,,False,2026-08-11
43005775-ddf4-beab-037f-7331744272c1,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,Dennis Nyambura,Office Manager,,dennis@example.co.ke,,False,2026-08-11
5e45d3c6-5a52-78b1-ef60-360251798dca,9fa38338-87f1-32ce-9c34-465c521dbb7a,sai-ke,Sharon Kiptoo,Office Manager,,sharon@example.co.ke,,True,2026-08-11
dfc2a245-2e43-02c2-089a-64b24b692d5b,fbadbef4-7a3d-b782-c9c7-a0778d6c0417,sai-ke,Joyce Gitau,Finance Officer,,joyce@example.co.ke,,False,2026-08-11
9453d844-36e4-d367-ad06-b2d7072b7404,fbadbef4-7a3d-b782-c9c7-a0778d6c0417,sai-ke,Beatrice Ochieng,Procurement Officer,,beatrice@example.co.ke,,False,2026-08-11
4e510eb1-02aa-dae5-942e-1c00bab8ca9a,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,Grace Otieno,Procurement Officer,,grace@example.co.ke,,False,2026-08-11
b55be61f-8a01-5553-93d9-e38382301519,07adceca-7f95-305b-444a-82b96276faf2,sai-tz,Alice Mutiso,Office Manager,,alice@example.co.ke,,True,2026-08-11
e8b0bc07-e915-98a9-4494-e302b08f09d9,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,Beatrice Otieno,Admin Manager,,beatrice@example.co.ke,,True,2026-08-11
9c7a6d02-4e3a-e728-f025-e0deb68378cd,936cdb97-44f2-e321-63ee-ca2307d8efd1,sai-tz,Mercy Muthoni,Admin Manager,,mercy@example.co.ke,,False,2026-08-11
fd39dfda-6b60-31d5-c7f0-9286b33b89b8,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,Victor Nyambura,Finance Officer,,victor@example.co.ke,,True,2026-08-11
140a2086-eb54-0c2a-fb03-617b2775d35c,aac19ab6-a142-9f98-39ea-dcc7c5e38c9d,sai-tz,Naomi Kiptoo,Finance Officer,,naomi@example.co.ke,,False,2026-08-11
c058919d-4db0-1616-5f53-a888024a6519,7cda934e-9aab-cb6f-4cd4-abd78f657ab9,sai-tz,Joyce Kariuki,Office Manager,,joyce@example.co.ke,,False,2026-08-11
38ba2c55-4cf7-47af-6f9f-f0271452f842,a9d0b8b9-076f-71ce-2bc7-1816d9834567,sai-tz,Peter Kariuki,Office Manager,,peter@example.co.ke,,False,2026-08-11
b9757593-418a-3df3-891b-ad4213e3b71f,a9d0b8b9-076f-71ce-2bc7-1816d9834567,sai-tz,Samuel Kiptoo,Finance Officer,,samuel@example.co.ke,,True,2026-08-11
03b38e68-32c3-ec32-0511-ce6aefa0712f,a9d0b8b9-076f-71ce-2bc7-1816d9834567,sai-tz,Grace Mutiso,Admin Manager,,grace@example.co.ke,,False,2026-08-11
fb89c319-c162-13d1-f929-7282409d5b82,6b562e00-5380-224d-a1cc-e0653a3617e6,sai-tz,Daniel Otieno,Finance Officer,,daniel@example.co.ke,,False,2026-08-11
7474125f-9a3d-f57c-1bfa-96b736551f16,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,Naomi Ochieng,Admin Manager,,naomi@example.co.ke,,False,2026-08-11
c716df44-e0c2-e5d8-c788-700ca5ec1e8a,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,Faith Kamau,Office Manager,,faith@example.co.ke,,False,2026-08-11
39f4b6ae-378b-eeeb-ce2f-ce845cdcf8f4,2c23a856-3538-fbd6-1db5-7ec38bda420f,sai-tz,Peter Mureithi,Office Manager,,peter@example.co.ke,,True,2026-08-11
775829df-e122-e956-ceb7-5798d4482407,582d92d4-ad2a-1d55-12bb-547d1f333a42,sai-tz,Naomi Chebet,Procurement Officer,,naomi@example.co.ke,,False,2026-08-11
